municipio,uf_raw,populacao,capital,classe_populacao
Pilar,AL,35310.0,0,BAIXO
Pindoba,AL,2903.0,0,BAIXO
Piranhas,AL,25324.0,0,BAIXO
Poco Das Trincheiras,AL,14447.0,0,BAIXO
Porto Calvo,AL,27331.0,0,BAIXO
Porto De Pedras,AL,7618.0,0,BAIXO
Porto Real Do Colegio,AL,20158.0,0,BAIXO
Quebrangulo,AL,11202.0,0,BAIXO
Rio Largo,AL,75662.0,0,BAIXO
Roteiro,AL,6634.0,0,BAIXO
Santa Luzia Do Norte,AL,7344.0,0,BAIXO
Santana Do Ipanema,AL,47910.0,0,BAIXO
Santana Do Mundau,AL,10637.0,0,BAIXO
Sao Bras,AL,6977.0,0,BAIXO
Sao Jose Da Laje,AL,24064.0,0,BAIXO
Sao Jose Da Tapera,AL,32462.0,0,BAIXO
Sao Luis Do Quitunde,AL,34825.0,0,BAIXO
Sao Miguel Dos Campos,AL,62328.0,0,BAIXO
Sao Miguel Dos Milagres,AL,8073.0,0,BAIXO
Sao Sebastiao,AL,34424.0,0,BAIXO
Satuba,AL,14042.0,0,BAIXO
Senador Rui Palmeira,AL,13893.0,0,BAIXO
Tanque D'Arca,AL,6115.0,0,BAIXO
Taquarana,AL,20162.0,0,BAIXO
Teotonio Vilela,AL,44570.0,0,BAIXO
Traipu,AL,27934.0,0,BAIXO
Uniao Dos Palmares,AL,65963.0,0,BAIXO
Vicosa,AL,25655.0,0,BAIXO
Amparo Do Sao Francisco,SE,2386.0,0,BAIXO
Aquidaba,SE,21796.0,0,BAIXO
Aracaju,SE,672614.0,1,ALTO
Araua,SE,9840.0,0,BAIXO
Areia Branca,SE,18825.0,0,BAIXO
Barra Dos Coqueiros,SE,31439.0,0,BAIXO
Boquim,SE,26980.0,0,BAIXO
Brejo Grande,SE,8396.0,0,BAIXO
Campo Do Brito,SE,18325.0,0,BAIXO
Canhoba,SE,4003.0,0,BAIXO
Caninde De Sao Francisco,SE,30894.0,0,BAIXO
Capela,SE,34808.0,0,BAIXO
Carira,SE,22393.0,0,BAIXO
Carmopolis,SE,17232.0,0,BAIXO
Cedro De Sao Joao,SE,5929.0,0,BAIXO
Cristinapolis,SE,18181.0,0,BAIXO
Cumbe,SE,4008.0,0,BAIXO
Divina Pastora,SE,5290.0,0,BAIXO
Estancia,SE,69919.0,0,BAIXO
Feira Nova,SE,5617.0,0,BAIXO
Frei Paulo,SE,15688.0,0,BAIXO
Gararu,SE,11599.0,0,BAIXO
General Maynard,SE,3421.0,0,BAIXO
Gracho Cardoso,SE,5831.0,0,BAIXO
Ilha Das Flores,SE,8522.0,0,BAIXO
Indiaroba,SE,18337.0,0,BAIXO
Itabaiana,SE,96839.0,0,BAIXO
Itabaianinha,SE,42399.0,0,BAIXO
Itabi,SE,4869.0,0,BAIXO
Itaporanga D'Ajuda,SE,35054.0,0,BAIXO
Japaratuba,SE,19067.0,0,BAIXO
Japoata,SE,13422.0,0,BAIXO
Lagarto,SE,106015.0,0,MEDIO
Laranjeiras,SE,30327.0,0,BAIXO
Macambira,SE,7002.0,0,BAIXO
Malhada Dos Bois,SE,3715.0,0,BAIXO
Malhador,SE,12689.0,0,BAIXO
Maruim,SE,17328.0,0,BAIXO
Moita Bonita,SE,11361.0,0,BAIXO
Monte Alegre De Sergipe,SE,15315.0,0,BAIXO
Muribeca,SE,7653.0,0,BAIXO
Neopolis,SE,18688.0,0,BAIXO
Nossa Senhora Aparecida,SE,8822.0,0,BAIXO
Nossa Senhora Da Gloria,SE,37715.0,0,BAIXO
Nossa Senhora Das Dores,SE,26957.0,0,BAIXO
Nossa Senhora De Lourdes,SE,6509.0,0,BAIXO
Nossa Senhora Do Socorro,SE,187733.0,0,MEDIO
Pacatuba,SE,14650.0,0,BAIXO
Pedra Mole,SE,3309.0,0,BAIXO
Pedrinhas,SE,9727.0,0,BAIXO
Pinhao,SE,6678.0,0,BAIXO
Pirambu,SE,9436.0,0,BAIXO
Poco Redondo,SE,35461.0,0,BAIXO
Poco Verde,SE,24003.0,0,BAIXO
Porto Da Folha,SE,28788.0,0,BAIXO
Propria,SE,29756.0,0,BAIXO
Riachao Do Dantas,SE,19813.0,0,BAIXO
Riachuelo,SE,10354.0,0,BAIXO
Ribeiropolis,SE,18891.0,0,BAIXO
Rosario Do Catete,SE,11158.0,0,BAIXO
Salgado,SE,20051.0,0,BAIXO
Santa Luzia Do Itanhy,SE,14205.0,0,BAIXO
Santana Do Sao Francisco,SE,7906.0,0,BAIXO
Santa Rosa De Lima,SE,3933.0,0,BAIXO
Santo Amaro Das Brotas,SE,12200.0,0,BAIXO
Sao Cristovao,SE,92090.0,0,BAIXO
Sao Domingos,SE,11276.0,0,BAIXO
Sao Francisco,SE,3837.0,0,BAIXO
Sao Miguel Do Aleixo,SE,3964.0,0,BAIXO
Simao Dias,SE,40724.0,0,BAIXO
Siriri,SE,9046.0,0,BAIXO
Telha,SE,3271.0,0,BAIXO
Tobias Barreto,SE,52861.0,0,BAIXO
Tomar Do Geru,SE,13534.0,0,BAIXO
Umbauba,SE,25800.0,0,BAIXO
Abaira,BA,8681.0,0,BAIXO
Abare,BA,20594.0,0,BAIXO
Acajutiba,BA,15214.0,0,BAIXO
Adustina,BA,17209.0,0,BAIXO
Agua Fria,BA,17096.0,0,BAIXO
Erico Cardoso,BA,10513.0,0,BAIXO
Aiquara,BA,4387.0,0,BAIXO
Alagoinhas,BA,153023.0,0,MEDIO
Alcobaca,BA,22509.0,0,BAIXO
Almadina,BA,5273.0,0,BAIXO
Amargosa,BA,37631.0,0,BAIXO
Amelia Rodrigues,BA,24997.0,0,BAIXO
America Dourada,BA,16086.0,0,BAIXO
Anage,BA,21229.0,0,BAIXO
Andarai,BA,13122.0,0,BAIXO
Andorinha,BA,14416.0,0,BAIXO
Angical,BA,13902.0,0,BAIXO
Anguera,BA,11369.0,0,BAIXO
Antas,BA,19659.0,0,BAIXO
Antonio Cardoso,BA,11670.0,0,BAIXO
Antonio Goncalves,BA,11955.0,0,BAIXO
Apora,BA,17840.0,0,BAIXO
Apuarema,BA,7274.0,0,BAIXO
Aracatu,BA,12960.0,0,BAIXO
Aracas,BA,12237.0,0,BAIXO
Araci,BA,54903.0,0,BAIXO
Aramari,BA,11519.0,0,BAIXO
Arataca,BA,10904.0,0,BAIXO
Aratuipe,BA,8848.0,0,BAIXO
Aurelino Leal,BA,11079.0,0,BAIXO
Baianopolis,BA,13979.0,0,BAIXO
Baixa Grande,BA,20431.0,0,BAIXO
Banzae,BA,13251.0,0,BAIXO
Barra,BA,54225.0,0,BAIXO
Barra Da Estiva,BA,20198.0,0,BAIXO
Barra Do Choca,BA,30831.0,0,BAIXO
Barra Do Mendes,BA,13128.0,0,BAIXO
Barra Do Rocha,BA,5515.0,0,BAIXO
Barreiras,BA,158432.0,0,MEDIO
Barro Alto,BA,15171.0,0,BAIXO
Barrocas,BA,16225.0,0,BAIXO
Barro Preto,BA,5312.0,0,BAIXO
Belmonte,BA,23540.0,0,BAIXO
Belo Campo,BA,17013.0,0,BAIXO
Biritinga,BA,15989.0,0,BAIXO
Boa Nova,BA,12039.0,0,BAIXO
Boa Vista Do Tupim,BA,18491.0,0,BAIXO
Bom Jesus Da Lapa,BA,70151.0,0,BAIXO
Bom Jesus Da Serra,BA,9768.0,0,BAIXO
Boninal,BA,14518.0,0,BAIXO
Bonito,BA,16999.0,0,BAIXO
Boquira,BA,21486.0,0,BAIXO
Botupora,BA,10050.0,0,BAIXO
Brejoes,BA,14155.0,0,BAIXO
Brejolandia,BA,10675.0,0,BAIXO
Brotas De Macaubas,BA,10705.0,0,BAIXO
Brumado,BA,67468.0,0,BAIXO
Buerarema,BA,18269.0,0,BAIXO
Buritirama,BA,21374.0,0,BAIXO
Caatiba,BA,6232.0,0,BAIXO
Cabaceiras Do Paraguacu,BA,19010.0,0,BAIXO
Cachoeira,BA,33659.0,0,BAIXO
Cacule,BA,23407.0,0,BAIXO
Caem,BA,8912.0,0,BAIXO
Caetanos,BA,14671.0,0,BAIXO
Caetite,BA,51184.0,0,BAIXO
Cafarnaum,BA,18585.0,0,BAIXO
Cairu,BA,18666.0,0,BAIXO
Caldeirao Grande,BA,13452.0,0,BAIXO
Camacan,BA,32023.0,0,BAIXO
Camacari,BA,309208.0,0,MEDIO
Camamu,BA,35444.0,0,BAIXO
Campo Alegre De Lourdes,BA,28839.0,0,BAIXO
Campo Formoso,BA,71754.0,0,BAIXO
Canapolis,BA,9694.0,0,BAIXO
Canarana,BA,26468.0,0,BAIXO
Canavieiras,BA,30722.0,0,BAIXO
Candeal,BA,8109.0,0,BAIXO
Candeias,BA,87820.0,0,BAIXO
Candiba,BA,14415.0,0,BAIXO
Candido Sales,BA,24921.0,0,BAIXO
Cansancao,BA,34929.0,0,BAIXO
Canudos,BA,16832.0,0,BAIXO
Capela Do Alto Alegre,BA,11597.0,0,BAIXO
Capim Grosso,BA,31055.0,0,BAIXO
Caraibas,BA,8659.0,0,BAIXO
Caravelas,BA,22166.0,0,BAIXO
Cardeal Da Silva,BA,9395.0,0,BAIXO
Carinhanha,BA,29118.0,0,BAIXO
Casa Nova,BA,73092.0,0,BAIXO
Castro Alves,BA,26369.0,0,BAIXO
Catolandia,BA,3619.0,0,BAIXO
Catu,BA,55222.0,0,BAIXO
Caturama,BA,9303.0,0,BAIXO
Central,BA,17293.0,0,BAIXO
Chorrocho,BA,11221.0,0,BAIXO
Cicero Dantas,BA,32636.0,0,BAIXO
Cipo,BA,17402.0,0,BAIXO
Coaraci,BA,16128.0,0,BAIXO
Cocos,BA,18835.0,0,BAIXO
Conceicao Da Feira,BA,22933.0,0,BAIXO
Conceicao Do Almeida,BA,17087.0,0,BAIXO
Conceicao Do Coite,BA,67394.0,0,BAIXO
Conceicao Do Jacuipe,BA,33631.0,0,BAIXO
Conde,BA,26223.0,0,BAIXO
Condeuba,BA,17113.0,0,BAIXO
Contendas Do Sincora,BA,4025.0,0,BAIXO
Coracao De Maria,BA,22391.0,0,BAIXO
Cordeiros,BA,8667.0,0,BAIXO
Coribe,BA,14108.0,0,BAIXO
Coronel Joao Sa,BA,15549.0,0,BAIXO
Correntina,BA,32243.0,0,BAIXO
Cotegipe,BA,13756.0,0,BAIXO
Cravolandia,BA,5352.0,0,BAIXO
Crisopolis,BA,21219.0,0,BAIXO
Cristopolis,BA,13981.0,0,BAIXO
Cruz Das Almas,BA,63923.0,0,BAIXO
Curaca,BA,35065.0,0,BAIXO
Dario Meira,BA,10347.0,0,BAIXO
Dias D'Avila,BA,83705.0,0,BAIXO
Dom Basilio,BA,12281.0,0,BAIXO
Dom Macedo Costa,BA,4072.0,0,BAIXO
Elisio Medrado,BA,8129.0,0,BAIXO
Encruzilhada,BA,15914.0,0,BAIXO
Entre Rios,BA,42014.0,0,BAIXO
Esplanada,BA,37902.0,0,BAIXO
Euclides Da Cunha,BA,61112.0,0,BAIXO
Eunapolis,BA,115360.0,0,MEDIO
Fatima,BA,17801.0,0,BAIXO
Feira Da Mata,BA,5656.0,0,BAIXO
Feira De Santana,BA,624107.0,0,ALTO
Filadelfia,BA,16314.0,0,BAIXO
Firmino Alves,BA,5641.0,0,BAIXO
Floresta Azul,BA,10525.0,0,BAIXO
Formosa Do Rio Preto,BA,26111.0,0,BAIXO
Gandu,BA,32778.0,0,BAIXO
Gaviao,BA,4417.0,0,BAIXO
Gentio Do Ouro,BA,11284.0,0,BAIXO
Gloria,BA,15247.0,0,BAIXO
Gongogi,BA,6852.0,0,BAIXO
Governador Mangabeira,BA,20800.0,0,BAIXO
Guajeru,BA,6371.0,0,BAIXO
Guanambi,BA,85353.0,0,BAIXO
Guaratinga,BA,20565.0,0,BAIXO
Heliopolis,BA,12946.0,0,BAIXO
Iacu,BA,23950.0,0,BAIXO
Ibiassuce,BA,8849.0,0,BAIXO
Ibicarai,BA,21083.0,0,BAIXO
Ibicoara,BA,19990.0,0,BAIXO
Ibicui,BA,16262.0,0,BAIXO
Ibipeba,BA,18421.0,0,BAIXO
Ibipitanga,BA,14989.0,0,BAIXO
Ibiquera,BA,4047.0,0,BAIXO
Ibirapitanga,BA,23433.0,0,BAIXO
Ibirapua,BA,8740.0,0,BAIXO
Ibirataia,BA,14476.0,0,BAIXO
Ibitiara,BA,16463.0,0,BAIXO
Ibitita,BA,17048.0,0,BAIXO
Ibotirama,BA,27076.0,0,BAIXO
Ichu,BA,6232.0,0,BAIXO
Igapora,BA,15661.0,0,BAIXO
Igrapiuna,BA,12963.0,0,BAIXO
Iguai,BA,27006.0,0,BAIXO
Ilheus,BA,157639.0,0,MEDIO
Inhambupe,BA,40720.0,0,BAIXO
Ipecaeta,BA,14229.0,0,BAIXO
Ipiau,BA,45969.0,0,BAIXO
Ipira,BA,59281.0,0,BAIXO
Ipupiara,BA,9954.0,0,BAIXO
Irajuba,BA,7295.0,0,BAIXO
Iramaia,BA,7874.0,0,BAIXO
Iraquara,BA,25728.0,0,BAIXO
Irara,BA,29305.0,0,BAIXO
Irece,BA,74050.0,0,BAIXO
Itabela,BA,30901.0,0,BAIXO
Itaberaba,BA,64795.0,0,BAIXO
Itabuna,BA,214123.0,0,MEDIO
Itacare,BA,29051.0,0,BAIXO
Itaete,BA,16164.0,0,BAIXO
Itagi,BA,12140.0,0,BAIXO
Itagiba,BA,14331.0,0,BAIXO
Itagimirim,BA,6784.0,0,BAIXO
Itaguacu Da Bahia,BA,14650.0,0,BAIXO
Itaju Do Colonia,BA,6515.0,0,BAIXO
Itajuipe,BA,20309.0,0,BAIXO
Itamaraju,BA,64423.0,0,BAIXO
Itamari,BA,7971.0,0,BAIXO
Itambe,BA,22474.0,0,BAIXO
Itanagra,BA,6433.0,0,BAIXO
Itanhem,BA,19231.0,0,BAIXO
Itaparica,BA,22440.0,0,BAIXO
Itape,BA,8300.0,0,BAIXO
Itapebi,BA,10173.0,0,BAIXO
Itapetinga,BA,77408.0,0,BAIXO
Itapicuru,BA,36173.0,0,BAIXO
Itapitanga,BA,10284.0,0,BAIXO
Itaquara,BA,8375.0,0,BAIXO
Itarantim,BA,19937.0,0,BAIXO
Itatim,BA,14588.0,0,BAIXO
Itirucu,BA,12482.0,0,BAIXO
Itiuba,BA,36140.0,0,BAIXO
Itororo,BA,20394.0,0,BAIXO
Ituacu,BA,19095.0,0,BAIXO
Itubera,BA,28870.0,0,BAIXO
Iuiu,BA,11038.0,0,BAIXO
Jaborandi,BA,8176.0,0,BAIXO
Jacaraci,BA,14855.0,0,BAIXO
Jacobina,BA,80749.0,0,BAIXO
Jaguaquara,BA,54913.0,0,BAIXO
Jaguarari,BA,33915.0,0,BAIXO
Jaguaripe,BA,19162.0,0,BAIXO
Jandaira,BA,10742.0,0,BAIXO
Jequie,BA,156277.0,0,MEDIO
Jeremoabo,BA,40832.0,0,BAIXO
Jiquirica,BA,14576.0,0,BAIXO
Jitauna,BA,10470.0,0,BAIXO
Joao Dourado,BA,25606.0,0,BAIXO
Juazeiro,BA,219544.0,0,MEDIO
Jucurucu,BA,8856.0,0,BAIXO
Jussara,BA,15241.0,0,BAIXO
Jussari,BA,5706.0,0,BAIXO
Jussiape,BA,5777.0,0,BAIXO
Lafaiete Coutinho,BA,3663.0,0,BAIXO
Lagoa Real,BA,15870.0,0,BAIXO
Laje,BA,24214.0,0,BAIXO
Lajedao,BA,3993.0,0,BAIXO
Lajedinho,BA,3735.0,0,BAIXO
Lajedo Do Tabocal,BA,8591.0,0,BAIXO
Lamarao,BA,8078.0,0,BAIXO
Lapao,BA,27323.0,0,BAIXO
Lauro De Freitas,BA,204669.0,0,MEDIO
Lencois,BA,11586.0,0,BAIXO
Licinio De Almeida,BA,12357.0,0,BAIXO
Livramento De Nossa Senhora,BA,46372.0,0,BAIXO
Luis Eduardo Magalhaes,BA,92671.0,0,BAIXO
Macajuba,BA,11318.0,0,BAIXO
Macarani,BA,19056.0,0,BAIXO
Macaubas,BA,50481.0,0,BAIXO
Macurure,BA,7752.0,0,BAIXO
Madre De Deus,BA,21754.0,0,BAIXO
Maetinga,BA,2386.0,0,BAIXO
Maiquinique,BA,10294.0,0,BAIXO
Mairi,BA,18535.0,0,BAIXO
Malhada,BA,16875.0,0,BAIXO
Malhada De Pedras,BA,8326.0,0,BAIXO
Manoel Vitorino,BA,12944.0,0,BAIXO
Mansidao,BA,13822.0,0,BAIXO
Maracas,BA,19973.0,0,BAIXO
Maragogipe,BA,44902.0,0,BAIXO
Marau,BA,20664.0,0,BAIXO
Marcionilio Souza,BA,10357.0,0,BAIXO
Mascote,BA,13619.0,0,BAIXO
Mata De Sao Joao,BA,47643.0,0,BAIXO
Matina,BA,12359.0,0,BAIXO
Medeiros Neto,BA,22741.0,0,BAIXO
Miguel Calmon,BA,25771.0,0,BAIXO
Milagres,BA,10838.0,0,BAIXO
Mirangaba,BA,18603.0,0,BAIXO
Mirante,BA,8264.0,0,BAIXO
Monte Santo,BA,49145.0,0,BAIXO
Morpara,BA,8476.0,0,BAIXO
Morro Do Chapeu,BA,35466.0,0,BAIXO
Mortugaba,BA,12063.0,0,BAIXO
Mucuge,BA,8725.0,0,BAIXO
Mucuri,BA,42729.0,0,BAIXO
Mulungu Do Morro,BA,10469.0,0,BAIXO
Mundo Novo,BA,27153.0,0,BAIXO
Muniz Ferreira,BA,7464.0,0,BAIXO
Muquem Do Sao Francisco,BA,11479.0,0,BAIXO
Muritiba,BA,29420.0,0,BAIXO
Mutuipe,BA,22340.0,0,BAIXO
Nazare,BA,28661.0,0,BAIXO
Nilo Pecanha,BA,14156.0,0,BAIXO
Nordestina,BA,13197.0,0,BAIXO
Nova Canaa,BA,16482.0,0,BAIXO
Nova Fatima,BA,7830.0,0,BAIXO
Nova Ibia,BA,6518.0,0,BAIXO
Nova Itarana,BA,8328.0,0,BAIXO
Nova Redencao,BA,9126.0,0,BAIXO
Nova Soure,BA,27047.0,0,BAIXO
Nova Vicosa,BA,44170.0,0,BAIXO
Novo Horizonte,BA,12653.0,0,BAIXO
Novo Triunfo,BA,15445.0,0,BAIXO
Olindina,BA,28373.0,0,BAIXO
Oliveira Dos Brejinhos,BA,21797.0,0,BAIXO
Ouricangas,BA,8575.0,0,BAIXO
Ourolandia,BA,17567.0,0,BAIXO
Palmas De Monte Alto,BA,21840.0,0,BAIXO
Palmeiras,BA,9123.0,0,BAIXO
Paramirim,BA,21777.0,0,BAIXO
Paratinga,BA,32274.0,0,BAIXO
Paripiranga,BA,29124.0,0,BAIXO
Pau Brasil,BA,9550.0,0,BAIXO
Paulo Afonso,BA,119213.0,0,MEDIO
Pe De Serra,BA,13535.0,0,BAIXO
Pedrao,BA,7438.0,0,BAIXO
Pedro Alexandre,BA,16698.0,0,BAIXO
Piata,BA,16854.0,0,BAIXO
Pilao Arcado,BA,35295.0,0,BAIXO
Pindai,BA,16308.0,0,BAIXO
Pindobacu,BA,20048.0,0,BAIXO
Pintadas,BA,10353.0,0,BAIXO
Pirai Do Norte,BA,10050.0,0,BAIXO
Piripa,BA,10253.0,0,BAIXO
Piritiba,BA,25162.0,0,BAIXO
Planaltino,BA,9415.0,0,BAIXO
Planalto,BA,26581.0,0,BAIXO
Pocoes,BA,46885.0,0,BAIXO
Pojuca,BA,40401.0,0,BAIXO
Ponto Novo,BA,14729.0,0,BAIXO
Porto Seguro,BA,152529.0,0,MEDIO
Potiragua,BA,6623.0,0,BAIXO
Prado,BA,28214.0,0,BAIXO
Presidente Dutra,BA,15180.0,0,BAIXO
Presidente Janio Quadros,BA,12028.0,0,BAIXO
Presidente Tancredo Neves,BA,28272.0,0,BAIXO
Queimadas,BA,25428.0,0,BAIXO
Quijingue,BA,27672.0,0,BAIXO
Quixabeira,BA,8939.0,0,BAIXO
Rafael Jambeiro,BA,22643.0,0,BAIXO
Remanso,BA,41324.0,0,BAIXO
Retirolandia,BA,14588.0,0,BAIXO
Riachao Das Neves,BA,22330.0,0,BAIXO
Riachao Do Jacuipe,BA,33498.0,0,BAIXO
Riacho De Santana,BA,35757.0,0,BAIXO
Ribeira Do Amparo,BA,14631.0,0,BAIXO
Ribeira Do Pombal,BA,54097.0,0,BAIXO
Ribeirao Do Largo,BA,4896.0,0,BAIXO
Rio De Contas,BA,12878.0,0,BAIXO
Rio Do Antonio,BA,15521.0,0,BAIXO
Rio Do Pires,BA,11672.0,0,BAIXO
Rio Real,BA,41209.0,0,BAIXO
Rodelas,BA,9548.0,0,BAIXO
Ruy Barbosa,BA,30900.0,0,BAIXO
Salinas Da Margarida,BA,16047.0,0,BAIXO
Salvador,BA,2900319.0,1,ALTO
Santa Barbara,BA,20971.0,0,BAIXO
Santa Brigida,BA,13917.0,0,BAIXO
Santa Cruz Cabralia,BA,28058.0,0,BAIXO
Santa Cruz Da Vitoria,BA,6241.0,0,BAIXO
Santa Ines,BA,10583.0,0,BAIXO
Santaluz,BA,37704.0,0,BAIXO
Santa Luzia,BA,12308.0,0,BAIXO
Santa Maria Da Vitoria,BA,39707.0,0,BAIXO
Santana,BA,26792.0,0,BAIXO
Santanopolis,BA,8987.0,0,BAIXO
Santa Rita De Cassia,BA,28613.0,0,BAIXO
Santa Terezinha,BA,10520.0,0,BAIXO
Santo Amaro,BA,60190.0,0,BAIXO
Santo Antonio De Jesus,BA,103204.0,0,MEDIO
Santo Estevao,BA,53666.0,0,BAIXO
Sao Desiderio,BA,34764.0,0,BAIXO
Sao Domingos,BA,9085.0,0,BAIXO
Sao Felix,BA,14784.0,0,BAIXO
Sao Felix Do Coribe,BA,15543.0,0,BAIXO
Sao Felipe,BA,21083.0,0,BAIXO
Sao Francisco Do Conde,BA,40664.0,0,BAIXO
Sao Gabriel,BA,18785.0,0,BAIXO
Sao Goncalo Dos Campos,BA,38315.0,0,BAIXO
Sao Jose Da Vitoria,BA,5562.0,0,BAIXO
Sao Jose Do Jacuipe,BA,10546.0,0,BAIXO
Sao Miguel Das Matas,BA,11733.0,0,BAIXO
Sao Sebastiao Do Passe,BA,44554.0,0,BAIXO
Sapeacu,BA,17421.0,0,BAIXO
Satiro Dias,BA,17330.0,0,BAIXO
Saubara,BA,12163.0,0,BAIXO
Saude,BA,12971.0,0,BAIXO
Seabra,BA,44370.0,0,BAIXO
Sebastiao Laranjeiras,BA,11586.0,0,BAIXO
Senhor Do Bonfim,BA,79813.0,0,BAIXO
Serra Do Ramalho,BA,31362.0,0,BAIXO
Sento Se,BA,41279.0,0,BAIXO
Serra Dourada,BA,17261.0,0,BAIXO
Serra Preta,BA,14531.0,0,BAIXO
Serrinha,BA,81693.0,0,BAIXO
Serrolandia,BA,13490.0,0,BAIXO
Simoes Filho,BA,137117.0,0,MEDIO
Sitio Do Mato,BA,13104.0,0,BAIXO
Sitio Do Quinto,BA,9431.0,0,BAIXO
Sobradinho,BA,23274.0,0,BAIXO
Souto Soares,BA,17118.0,0,BAIXO
Tabocas Do Brejo Velho,BA,12515.0,0,BAIXO
Tanhacu,BA,20383.0,0,BAIXO
Tanque Novo,BA,17518.0,0,BAIXO
Tanquinho,BA,7936.0,0,BAIXO
Taperoa,BA,21421.0,0,BAIXO
Tapiramuta,BA,16939.0,0,BAIXO
Teixeira De Freitas,BA,164290.0,0,MEDIO
Teodoro Sampaio,BA,7296.0,0,BAIXO
Teofilandia,BA,22590.0,0,BAIXO
Teolandia,BA,15097.0,0,BAIXO
Terra Nova,BA,13018.0,0,BAIXO
Tremedal,BA,15996.0,0,BAIXO
Tucano,BA,50903.0,0,BAIXO
Uaua,BA,23991.0,0,BAIXO
Ubaira,BA,19860.0,0,BAIXO
Ubaitaba,BA,18647.0,0,BAIXO
Ubata,BA,27481.0,0,BAIXO
Uibai,BA,13894.0,0,BAIXO
Umburanas,BA,19573.0,0,BAIXO
Una,BA,18108.0,0,BAIXO
Urandi,BA,16672.0,0,BAIXO
Urucuca,BA,20312.0,0,BAIXO
Utinga,BA,19330.0,0,BAIXO
Valenca,BA,97873.0,0,BAIXO
Valente,BA,29111.0,0,BAIXO
Varzea Da Roca,BA,14135.0,0,BAIXO
Varzea Do Poco,BA,9247.0,0,BAIXO
Varzea Nova,BA,12556.0,0,BAIXO
Varzedo,BA,8734.0,0,BAIXO
Vera Cruz,BA,44185.0,0,BAIXO
Vereda,BA,6105.0,0,BAIXO
Vitoria Da Conquista,BA,343643.0,0,MEDIO
Wagner,BA,9342.0,0,BAIXO
Wanderley,BA,12125.0,0,BAIXO
Wenceslau Guimaraes,BA,20862.0,0,BAIXO
Xique-Xique,BA,46562.0,0,BAIXO
Abadia Dos Dourados,MG,7022.0,0,BAIXO
Abaete,MG,23263.0,0,BAIXO
Abre Campo,MG,13434.0,0,BAIXO
Acaiaca,MG,3995.0,0,BAIXO
Acucena,MG,9270.0,0,BAIXO
Agua Boa,MG,13319.0,0,BAIXO
Agua Comprida,MG,1986.0,0,BAIXO
Aguanil,MG,4557.0,0,BAIXO
Aguas Formosas,MG,19285.0,0,BAIXO
Aguas Vermelhas,MG,13656.0,0,BAIXO
Aimores,MG,25116.0,0,BAIXO
Aiuruoca,MG,5949.0,0,BAIXO
Alagoa,MG,2657.0,0,BAIXO
Albertina,MG,3015.0,0,BAIXO
Alem Paraiba,MG,35438.0,0,BAIXO
Alfenas,MG,80973.0,0,BAIXO
Alfredo Vasconcelos,MG,7052.0,0,BAIXO
Almenara,MG,42380.0,0,BAIXO
Alpercata,MG,7448.0,0,BAIXO
Alpinopolis,MG,20059.0,0,BAIXO
Alterosa,MG,14566.0,0,BAIXO
Alto Caparao,MG,5938.0,0,BAIXO
Alto Rio Doce,MG,10723.0,0,BAIXO
Alvarenga,MG,3783.0,0,BAIXO
Alvinopolis,MG,15135.0,0,BAIXO
Alvorada De Minas,MG,3605.0,0,BAIXO
Amparo Do Serra,MG,4643.0,0,BAIXO
Andradas,MG,41704.0,0,BAIXO
Cachoeira De Pajeu,MG,9470.0,0,BAIXO
Andrelandia,MG,12189.0,0,BAIXO
Angelandia,MG,8594.0,0,BAIXO
Antonio Carlos,MG,11471.0,0,BAIXO
Antonio Dias,MG,9233.0,0,BAIXO
Antonio Prado De Minas,MG,1577.0,0,BAIXO
Aracai,MG,2360.0,0,BAIXO
Aracitaba,MG,2056.0,0,BAIXO
Aracuai,MG,36715.0,0,BAIXO
Araguari,MG,118361.0,0,MEDIO
Arantina,MG,2779.0,0,BAIXO
Araponga,MG,8467.0,0,BAIXO
Arapora,MG,6992.0,0,BAIXO
Arapua,MG,2836.0,0,BAIXO
Araujos,MG,9523.0,0,BAIXO
Araxa,MG,108403.0,0,MEDIO
Arceburgo,MG,10990.0,0,BAIXO
Arcos,MG,40658.0,0,BAIXO
Areado,MG,15288.0,0,BAIXO
Argirita,MG,2681.0,0,BAIXO
Aricanduva,MG,5305.0,0,BAIXO
Arinos,MG,17850.0,0,BAIXO
Astolfo Dutra,MG,14358.0,0,BAIXO
Ataleia,MG,12496.0,0,BAIXO
Augusto De Lima,MG,4833.0,0,BAIXO
Baependi,MG,19249.0,0,BAIXO
Baldim,MG,7780.0,0,BAIXO
Bambui,MG,23964.0,0,BAIXO
Bandeira,MG,4738.0,0,BAIXO
Bandeira Do Sul,MG,5808.0,0,BAIXO
Barao De Cocais,MG,33232.0,0,BAIXO
Barao De Monte Alto,MG,5311.0,0,BAIXO
Barbacena,MG,139061.0,0,MEDIO
Barra Longa,MG,4905.0,0,BAIXO
Barroso,MG,20981.0,0,BAIXO
Bela Vista De Minas,MG,10269.0,0,BAIXO
Belmiro Braga,MG,3422.0,0,BAIXO
Belo Horizonte,MG,2530701.0,1,ALTO
Belo Oriente,MG,27277.0,0,BAIXO
Belo Vale,MG,7723.0,0,BAIXO
Berilo,MG,11813.0,0,BAIXO
Bertopolis,MG,4609.0,0,BAIXO
Berizal,MG,4792.0,0,BAIXO
